codice,anno,lunghezza,duso,dtipologia2,nomequart,geo_point_2d,zona_fiu,length,tipologia2,geometry
2215,Precedente 31/12/2021,188.0,Itinerario ciclabile,corsia ciclabile su strada,San Donato - San Vitale,"{ ""lon"": 11.3640011520611, ""lat"": 44.503347133784999 }",SAN DONATO VECCHIO,12.881872920579173,Itinerario ciclabile,"LINESTRING (11.3640429834558 44.5032975005081, 11.3639593206664 44.5033967670619)"
1006,Precedente 31/12/2021,240.0,Ciclabile,sede propria,Savena,"{ ""lon"": 11.394989835058549, ""lat"": 44.475730914003137 }",PONTEVECCHIO - MAZZINI,9.2696191734e-05,Ciclabile,"LINESTRING (11.394989835333687 44.47573091437077, 11.39498983478341 44.4757309136355)"
1479,Precedente 31/12/2021,19.0,Pedonale-Ciclabile,area pedonale,Santo Stefano,"{ ""lon"": 11.34439201221395, ""lat"": 44.495293530039547 }",IRNERIO,18.61533182854685,Pedonale-Ciclabile,"LINESTRING (11.3442780002281 44.4953124133374, 11.3445060241998 44.4952746467417)"
1054,Precedente 31/12/2021,139.0,Pedonale-Ciclabile,area pedonale,Santo Stefano,"{ ""lon"": 11.343782868905793, ""lat"": 44.499066665833652 }",IRNERIO,0.012518475960054,Pedonale-Ciclabile,"LINESTRING (11.343782947575 44.4990666674603, 11.343782790236585 44.499066664207)"
1704,Precedente 31/12/2021,277.0,Percorso naturalistico,sterrato,Savena,"{ ""lon"": 11.387829325904718, ""lat"": 44.467381543872357 }",PONTEVECCHIO - MAZZINI,277.09367336102116,Percorso naturalistico,"LINESTRING (11.3873386750318 44.4662972537727, 11.3872767050215 44.4663418772299, 11.3872209189296 44.4664043936314, 11.3872092930367 44.466506918835, 11.3872165569723 44.4665787501994, 11.3872500869751 44.4666457459061, 11.3873382280356 44.4667564645465, 11.3877772832101 44.4672704695197, 11.3881621858855 44.4677346363319, 11.388231546969 44.467846266288, 11.3884310620444 44.4685503534676)"
438,Precedente 31/12/2021,88.0,Ciclabile,corsia preferenziale bus/bici,Navile,"{ ""lon"": 11.3465526533014, ""lat"": 44.508554318861698 }",BOLOGNINA,87.66077596609102,Ciclabile,"LINESTRING (11.3466645796862 44.5089405356354, 11.3464407269166 44.508168102088)"
883,Precedente 31/12/2021,65.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Navile,"{ ""lon"": 11.342026851724762, ""lat"": 44.518045913671891 }",BOLOGNINA,64.64783466812855,Pedonale-Ciclabile,"LINESTRING (11.3422152957119 44.5182995765378, 11.3421121037093 44.5181639414266, 11.3419496204225 44.5179532196316, 11.3418904818068 44.5178540211441, 11.341864935166 44.5177773329386)"
1513,Precedente 31/12/2021,269.0,Ciclabile,corsia ciclabile su strada,Santo Stefano,"{ ""lon"": 11.354061148915086, ""lat"": 44.494096367357379 }",IRNERIO,133.43818222820641,Ciclabile,"LINESTRING (11.3548992900047 44.494079660283, 11.3544456316116 44.4940838155497, 11.3540092633947 44.4940915669442, 11.3537351680871 44.4941039237096, 11.3532234370533 44.494128028554)"
2177,Precedente 31/12/2021,860.0,Ciclabile,corsia preferenziale bus/bici,Santo Stefano,"{ ""lon"": 11.356563742990978, ""lat"": 44.484519957387462 }",MURRI,13.68310927506152,Ciclabile,"LINESTRING (11.356631605083 44.4844821359428, 11.356495880898956 44.48455777883212)"
1307,Precedente 31/12/2021,1119.0,Percorso naturalistico,pavimentato,Santo Stefano,"{ ""lon"": 11.352825643103587, ""lat"": 44.483740567545752 }",MURRI,1064.8737511334673,Percorso naturalistico,"LINESTRING (11.3554727430482 44.4839815850759, 11.3552260180682 44.4839906144011, 11.3551038642806 44.4839931367787, 11.3545975218639 44.4839639601888, 11.35438048304 44.4839585283705, 11.3541321619377 44.4839785178264, 11.3539559599885 44.4840135292319, 11.353758421017 44.4840794373437, 11.3535781051914 44.4841601310664, 11.3528998514826 44.4844812031745, 11.3527498660122 44.4845371433903, 11.3526528612893 44.4845622047681, 11.35257755522 44.4845806542334, 11.3524836061808 44.4845919785906, 11.3523604579154 44.4845945179126, 11.3520747076661 44.4845966547483, 11.3516251488979 44.4845683746126, 11.3513829613974 44.4845452057422, 11.3511690933413 44.4845201900092, 11.3509115362603 44.4844825541873, 11.350686937311 44.484452538358, 11.3505608673676 44.4844476264336, 11.3504860835515 44.4844488813233, 11.3503744464088 44.4843204062288, 11.3503361745873 44.4842604976363, 11.3502810567234 44.4841603333443, 11.3502579446236 44.4840987079846, 11.3502112519824 44.4839105925378, 11.3501804808575 44.4837128041537, 11.3501694771317 44.4836255015805, 11.3502159593763 44.4835648527273, 11.3503034610851 44.4835236247737, 11.3504543420018 44.4834556134024, 11.3506449654803 44.4835266159743, 11.3507662677649 44.4835708229724, 11.351125942141 44.4836475508672, 11.351247869882 44.4836578758199, 11.3513789593408 44.4836480434639, 11.3515532061403 44.4836216292968, 11.3516873490424 44.4835889113644, 11.3518113688142 44.4835521256027, 11.3521578109842 44.4834192302524, 11.3526869952644 44.4831504567842, 11.3530526157205 44.4829617694027, 11.353373204853 44.482809686342, 11.3535405052782 44.4827591702445, 11.3537243257428 44.4827285774167, 11.3539038320706 44.4827182746788, 11.3541996287923 44.4827319847655, 11.3544298261106 44.482763411968, 11.3547948764829 44.4828201743508, 11.3549053717564 44.4828772786984, 11.3549944535742 44.4829737082251, 11.3551260061226 44.4831844722553, 11.3552712916973 44.4834423991186, 11.3553756071015 44.4836232378952, 11.3554368597295 44.4837338019467, 11.3554734641985 44.4838787626008, 11.3554727430482 44.4839815850759)"
1880,Precedente 31/12/2021,60.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.311777769288556, ""lat"": 44.494918324781835 }",SARAGOZZA - SAN LUCA,59.791724887804854,Ciclabile,"LINESTRING (11.3119394779836 44.4951637282783, 11.3116938977487 44.4947832055871, 11.311601245956 44.4946845010648)"
1746,Precedente 31/12/2021,519.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.3362899462327, ""lat"": 44.497712569229449 }",MARCONI,40.239582831846995,Ciclabile,"LINESTRING (11.3361709828953 44.4978723604157, 11.3364089095701 44.4975527780432)"
1185,Precedente 31/12/2021,262.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.329660618307456, ""lat"": 44.515507738032696 }",BEVERARA,262.2471618800358,Ciclabile,"LINESTRING (11.3311808066546 44.5150600589315, 11.33110193295 44.5150855529514, 11.3307946650516 44.5151796518189, 11.3302012548309 44.5153659216065, 11.3300672611058 44.5154004736548, 11.329729198949 44.5154634331045, 11.3294553124764 44.5155432587409, 11.3291902640825 44.5156319938707, 11.3287829764526 44.5157599963358, 11.328309692116 44.5159287394136, 11.3281467466797 44.5159759851613)"
1445,Precedente 31/12/2021,106.0,Pedonale-Ciclabile,area pedonale,Santo Stefano,"{ ""lon"": 11.342542380929732, ""lat"": 44.494103065801447 }",GALVANI,0.114304295386471,Pedonale-Ciclabile,"LINESTRING (11.342542327853902 44.49410358863825, 11.3425423998835 44.4941027014991, 11.3425425398463 44.4941026037005)"
1802,Precedente 31/12/2021,163.0,Ciclabile,corsia preferenziale bus/bici,Navile,"{ ""lon"": 11.329575509877213, ""lat"": 44.519773481780817 }",BEVERARA,86.87832197037122,Ciclabile,"LINESTRING (11.3301144506379 44.519712162002, 11.3299309685775 44.5197265080233, 11.3290373771669 44.5198425736359)"
2194,Precedente 31/12/2021,128.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Borgo Panigale - Reno,"{ ""lon"": 11.24519211709355, ""lat"": 44.527660614774845 }",BIRRA - BARGELLINO - LAVINO,127.58862805317848,Pedonale-Ciclabile,"LINESTRING (11.2444678484881 44.5279078853065, 11.245916385699 44.5274133442432)"
1181,Precedente 31/12/2021,140.0,Pedonale-Ciclabile,promiscuo ciclopedonale,Navile,"{ ""lon"": 11.332243945034035, ""lat"": 44.513981161445102 }",BEVERARA,93.14075935557386,Pedonale-Ciclabile,"LINESTRING (11.332803499161585 44.51385801290397, 11.332309447985 44.5139979787593, 11.332192962806 44.5140192102712, 11.3319731171011 44.5140305625033, 11.3316736999187 44.5140281212605)"
733,Precedente 31/12/2021,22.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.284943021276177, ""lat"": 44.515116644767446 }",BORGO PANIGALE,0.377561343270425,Ciclabile,"LINESTRING (11.2849446747698 44.5151154255845, 11.284941367782556 44.5151178639504)"
1162,Precedente 31/12/2021,322.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.271186860654355, ""lat"": 44.523041495481792 }",BORGO PANIGALE,321.0282645572896,Ciclabile,"LINESTRING (11.2693728907469 44.5236760910318, 11.2698125041088 44.5235213033183, 11.2707986389502 44.52317700004, 11.2711803242112 44.5230436982092, 11.2730011782857 44.5224078915616)"
494,Precedente 31/12/2021,140.0,Percorso naturalistico,sterrato,Savena,"{ ""lon"": 11.379003579164182, ""lat"": 44.461079168423339 }",LUNGO SAVENA,139.65715746982787,Percorso naturalistico,"LINESTRING (11.3795785662731 44.4611843838376, 11.3794989809933 44.4611504593704, 11.379460754184 44.4610725323603, 11.3794337195143 44.4610428888372, 11.379373351902 44.4610021827183, 11.3793105030923 44.4609581735391, 11.3792170747347 44.4609131117056, 11.3791288140828 44.4608796876288, 11.3790461251475 44.4608679559609, 11.3789948926064 44.4608790647647, 11.3789058473132 44.460942939077, 11.3788284012161 44.4610032200229, 11.3787837472423 44.4610611543014, 11.3787343978306 44.4611191828214, 11.3787445753384 44.461226315716, 11.3785256954298 44.4613917639021, 11.3785003773839 44.4614465029783)"
1547,Precedente 31/12/2021,113.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.357082023555391, ""lat"": 44.509538494514672 }",SAN DONATO VECCHIO,112.57645669308134,Pedonale-Ciclabile,"LINESTRING (11.356415271765 44.5097091310375, 11.356836981141 44.5095976549032, 11.3576062008305 44.509408576008, 11.3577493928614 44.5093702942678)"
1958,Precedente 31/12/2021,682.0,Itinerario ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.321553942151301, ""lat"": 44.48975164937805 }",SARAGOZZA - SAN LUCA,106.67007400700872,Itinerario ciclabile,"LINESTRING (11.3221944008598 44.4898937394629, 11.3209134834428 44.4896095592932)"
1167,Precedente 31/12/2021,77.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.31171264326831, ""lat"": 44.494292354173631 }",SARAGOZZA - SAN LUCA,77.2253445134009,Ciclabile,"LINESTRING (11.3116371351718 44.4946373763484, 11.3116640326304 44.4945275029111, 11.3116855546473 44.4943752787838, 11.3117044803544 44.4942270497649, 11.3118260339597 44.493959264277)"
1483,Precedente 31/12/2021,89.0,Pedonale-Ciclabile,area pedonale,Santo Stefano,"{ ""lon"": 11.342770099536562, ""lat"": 44.495572533439386 }",IRNERIO,2.5574862106e-05,Pedonale-Ciclabile,"LINESTRING (11.34277009969477 44.4955725334189, 11.342770099378352 44.49557253345987)"
1324,Precedente 31/12/2021,190.0,Percorso naturalistico,sterrato,Savena,"{ ""lon"": 11.390947696044874, ""lat"": 44.4733212604581 }",PONTEVECCHIO - MAZZINI,190.8391701775381,Percorso naturalistico,"LINESTRING (11.3912862815444 44.4725127226441, 11.3912875259701 44.4726540145506, 11.3912761757568 44.4727488202989, 11.3912373659303 44.472911752122, 11.3911989345802 44.4729882151728, 11.3908834297373 44.4733947617895, 11.3907325573862 44.4735816908642, 11.3906684080707 44.4736749197897, 11.3905919470319 44.4738386682665, 11.3906165315248 44.4738894895818, 11.3907375590918 44.4740949925671)"
1058,Precedente 31/12/2021,56.0,Ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.328427659587447, ""lat"": 44.49735692034966 }",MALPIGHI,56.39757232997562,Ciclabile,"LINESTRING (11.3287734907348 44.4974024285811, 11.3287452369841 44.4974064442827, 11.3287069528148 44.4974049482346, 11.3280823870647 44.4972987122456)"
1806,Precedente 31/12/2021,110.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.35851035367099, ""lat"": 44.512481185919597 }",SAN DONATO VECCHIO,109.4065509874306,Ciclabile,"LINESTRING (11.3591565514029 44.5123119361739, 11.3582084697913 44.5125606116383, 11.357863829729 44.5126491792612)"
1041,Precedente 31/12/2021,86.0,Pedonale-Ciclabile,area pedonale,Santo Stefano,"{ ""lon"": 11.347120651089471, ""lat"": 44.49484318010024 }",IRNERIO,86.29123804379088,Pedonale-Ciclabile,"LINESTRING (11.3467951040072 44.4945243637971, 11.3469320867747 44.4947072386198, 11.3469789424611 44.4947634926985, 11.3470788895625 44.4948468021696, 11.3471521622049 44.4949075760681, 11.3472440110207 44.4949495564666, 11.3473625215061 44.4950140555767, 11.3475040793201 44.4950937455012)"
1312,Precedente 31/12/2021,119.0,Percorso naturalistico,pavimentato,Santo Stefano,"{ ""lon"": 11.355570065129795, ""lat"": 44.481209780822617 }",MURRI,119.3810040945794,Percorso naturalistico,"LINESTRING (11.3551915828374 44.481656218152, 11.3553200555192 44.4815699267973, 11.3554008844105 44.4815179257539, 11.3554491361331 44.4814627256728, 11.3554940288153 44.4813688778958, 11.3555354584125 44.4812338035882, 11.3555525025307 44.4811198817809, 11.3555562962434 44.481079795912, 11.3555900344195 44.4810223142998, 11.3556372634954 44.4809864937272, 11.3557080113169 44.4809527686204, 11.3560025880333 44.4808369868588)"
2229,Precedente 31/12/2021,227.0,Itinerario ciclabile,promiscuo veicolare,Porto - Saragozza,"{ ""lon"": 11.314010874869858, ""lat"": 44.498666539422992 }",SAFFI,206.16957165117722,Itinerario ciclabile,"LINESTRING (11.3135075591481 44.4978114111054, 11.3135594680078 44.4979037046128, 11.3145160939903 44.4995205695724)"
2022,Precedente 31/12/2021,85.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.350248080678348, ""lat"": 44.516826748109452 }",BOLOGNINA,85.4128286317701,Ciclabile,"LINESTRING (11.3502387038145 44.5172110084479, 11.3502574575422 44.516442487771)"
816,Precedente 31/12/2021,164.0,Ciclabile,sede propria,Borgo Panigale - Reno,"{ ""lon"": 11.291144354549493, ""lat"": 44.489128871070704 }",BARCA,164.6312218294142,Ciclabile,"LINESTRING (11.2921324369859 44.4893503230605, 11.2911787659991 44.4891322663566, 11.2907307620351 44.489038628903, 11.2901549693608 44.4889132881972)"
1316,Precedente 31/12/2021,108.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.371913053282974, ""lat"": 44.495196113495261 }",CIRENAICA - MASSARENTI - SCANDELLARA,108.12553619163381,Ciclabile,"LINESTRING (11.3713318884454 44.4952973458171, 11.3713994975064 44.4952724844251, 11.3714595539383 44.4952624024631, 11.3715078210118 44.4952628022687, 11.3715467393107 44.4952677884945, 11.3715831328677 44.4952772110873, 11.3716277108102 44.4952949180368, 11.3716568067554 44.4953114325515, 11.3717011619725 44.4953419551903, 11.3717954659834 44.4953064057523, 11.3719317995791 44.4952378837387, 11.3720440830329 44.4951852935383, 11.3722034563278 44.4951049850208, 11.3724726422067 44.4949524466633)"
1478,Precedente 31/12/2021,34.0,Pedonale-Ciclabile,area pedonale,Santo Stefano,"{ ""lon"": 11.34471806806615, ""lat"": 44.495249421928399 }",IRNERIO,34.192947709681754,Pedonale-Ciclabile,"LINESTRING (11.3445060241998 44.4952746467417, 11.3449301119325 44.4952241971151)"
919,Precedente 31/12/2021,183.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.360796503066391, ""lat"": 44.501220248270144 }",CIRENAICA - MASSARENTI - SCANDELLARA,7.7967565021e-05,Pedonale-Ciclabile,"LINESTRING (11.360796503305911 44.50122024857657, 11.3607965030932 44.5012202483024, 11.360796502825085 44.50122024796512)"
919,Precedente 31/12/2021,183.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.360848330213756, ""lat"": 44.501287050006887 }",SAN DONATO VECCHIO,16.98126305635291,Pedonale-Ciclabile,"LINESTRING (11.3609001571216 44.5013538514372, 11.360796503305911 44.50122024857657)"
919,Precedente 31/12/2021,183.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.360795472286343, ""lat"": 44.501218951577663 }",CIRENAICA - MASSARENTI - SCANDELLARA,0.331477670264274,Pedonale-Ciclabile,"LINESTRING (11.360796502825085 44.50122024796512, 11.3607944417476 44.5012176551902)"
1954,Precedente 31/12/2021,74.0,Pedonale-Ciclabile,promiscuo ciclopedonale,Navile,"{ ""lon"": 11.32038599136245, ""lat"": 44.520933604924195 }",BERTALIA - NOCE,74.38254105122216,Pedonale-Ciclabile,"LINESTRING (11.3199877570315 44.5211092210213, 11.3207842256934 44.5207579888271)"
985,Precedente 31/12/2021,180.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.3703485822519, ""lat"": 44.489310691097202 }",CIRENAICA - MASSARENTI - SCANDELLARA,179.63797032308926,Pedonale-Ciclabile,"LINESTRING (11.3713644494753 44.4889577916213, 11.3693327150285 44.4896635905731)"
1938,Precedente 31/12/2021,275.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.326927322078081, ""lat"": 44.499118080182889 }",MARCONI,0.176394695203366,Ciclabile,"LINESTRING (11.32692718841232 44.49911729227091, 11.32692745574384 44.49911886809487)"
1938,Precedente 31/12/2021,275.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.327330824278446, ""lat"": 44.497834931877293 }",SAFFI,19.482386944858582,Ciclabile,"MULTILINESTRING ((11.3275695709198 44.4970764284759, 11.327535111554011 44.49718590664911), (11.326946565216932 44.49905573148112, 11.326927188682694 44.499117291162285))"
1938,Precedente 31/12/2021,275.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.327433909340376, ""lat"": 44.497507428337684 }",MALPIGHI,18.32749177423368,Ciclabile,"MULTILINESTRING ((11.327535105630211 44.497185925469154, 11.3274916048648 44.4973241283705), (11.3269537102478 44.4990330315588, 11.326946566458975 44.49905572753512))"
404,2022,250.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Navile,"{ ""lon"": 11.321752533605833, ""lat"": 44.515869181540154 }",BERTALIA - NOCE,250.0242500725108,Pedonale-Ciclabile,"LINESTRING (11.3206681324702 44.5152137989814, 11.3207282046347 44.5152618946988, 11.3207647861648 44.5153150860618, 11.320780368968 44.5153795291359, 11.3207722942115 44.5154219649766, 11.3210746189157 44.5154552839701, 11.3211496390509 44.5154632264828, 11.3214224021767 44.515699668137, 11.3216943766409 44.5159566023608, 11.3219723609102 44.5162239720252, 11.3220267591806 44.5162487098527, 11.3221260185051 44.5162579275413, 11.3222184281114 44.5162537989853, 11.3227353489365 44.5161567589978, 11.3228547137135 44.516121743743, 11.3229205847793 44.5160833251474, 11.3229558195742 44.5160253078833)"
1546,Precedente 31/12/2021,123.0,Ciclabile,sede propria,Navile,"{ ""lon"": 11.355850214774907, ""lat"": 44.508697177639228 }",BOLOGNINA,8.146082878970319,Ciclabile,"LINESTRING (11.3557998450706 44.5087038355101, 11.355900584479215 44.50869051976836)"
1546,Precedente 31/12/2021,123.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.355915441114682, ""lat"": 44.508688555926319 }",SAN DONATO VECCHIO,7.0423976686e-05,Ciclabile,"LINESTRING (11.355915440692572 44.50868855602209, 11.35591544153679 44.508688555830545)"
1924,Precedente 31/12/2021,404.0,Ciclabile,corsia preferenziale bus/bici,Santo Stefano,"{ ""lon"": 11.344524539071791, ""lat"": 44.501581250998797 }",IRNERIO,3.599698600036399,Ciclabile,"LINESTRING (11.3445298327775 44.5015969987325, 11.344519245366085 44.50156550326509)"
918,Precedente 31/12/2021,46.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,San Donato - San Vitale,"{ ""lon"": 11.359499187654581, ""lat"": 44.499819635973729 }",CIRENAICA - MASSARENTI - SCANDELLARA,46.43833059802578,Pedonale-Ciclabile,"LINESTRING (11.3597370558156 44.4999392789185, 11.3595126715414 44.4998307036654, 11.3594476005513 44.4997939105537, 11.3592641574689 44.499694464276)"
927,Precedente 31/12/2021,101.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.360542728907351, ""lat"": 44.50485139457485 }",SAN DONATO VECCHIO,101.38976967645725,Ciclabile,"LINESTRING (11.361058945679 44.5051190752747, 11.3600265121357 44.504583713875)"
2039,Precedente 31/12/2021,658.0,Ciclabile,corsia ciclabile su strada,Navile,"{ ""lon"": 11.330673714048277, ""lat"": 44.508981271433754 }",BEVERARA,231.21501632197396,Ciclabile,"LINESTRING (11.332106033483612 44.50879945694018, 11.3312691038362 44.5089067025603, 11.3295615996257 44.5091268094391, 11.329239101875 44.5091276619253)"
2170,Precedente 31/12/2021,310.0,Ciclabile,corsia ciclabile su strada,San Donato - San Vitale,"{ ""lon"": 11.396628654588403, ""lat"": 44.508112612227713 }",SAN DONATO NUOVO,45.23544226168528,Ciclabile,"LINESTRING (11.3966438954699 44.5079095364101, 11.3966190305998 44.5081803415447, 11.3966270309207 44.5083159101404)"
1273,Precedente 31/12/2021,184.0,Ciclabile,sede propria,San Donato - San Vitale,"{ ""lon"": 11.359911219888689, ""lat"": 44.499100873900431 }",CIRENAICA - MASSARENTI - SCANDELLARA,183.828332517388,Ciclabile,"LINESTRING (11.3596878873445 44.4985714166181, 11.359854075122 44.4985907802245, 11.359977151672 44.4985883107368, 11.3601474653255 44.4986227267783, 11.3601171745907 44.4987444016044, 11.3599136853953 44.499371339727, 11.35981892888 44.4995516952779, 11.3596574593667 44.4997358914596, 11.3595560970789 44.4998575507203)"
2066,Precedente 31/12/2021,104.0,Ciclabile,corsia ciclabile su strada,San Donato - San Vitale,"{ ""lon"": 11.403573156702917, ""lat"": 44.512442807865035 }",SAN DONATO NUOVO,104.00066208892443,Ciclabile,"LINESTRING (11.402977302371 44.5126051055171, 11.4032759021632 44.5125719066014, 11.4041541433125 44.5122211353081)"
2267,2023,973.0,Itinerario ciclabile,corsia ciclabile su strada,Santo Stefano,"{ ""lon"": 11.370473582476423, ""lat"": 44.477487746518932 }",MURRI,972.9122707268252,Itinerario ciclabile,"LINESTRING (11.376110771241304 44.476291514251876, 11.375549468268655 44.47651065582759, 11.375242079212724 44.47658927085751, 11.375129370589924 44.476614112038384, 11.374808864765825 44.47664302982109, 11.374567830329617 44.47664498846985, 11.373136720577202 44.476523756825564, 11.372888949206237 44.476515154340994, 11.372584521033973 44.476540676139955, 11.372205600186215 44.47662043716753, 11.371969795970797 44.476699739319415, 11.371334131056562 44.47692056179706, 11.370497503777628 44.47724768366952, 11.370115363200757 44.47740329593091, 11.369554316093108 44.477614172298054, 11.3685944902381 44.477986424959255, 11.36840769502397 44.47805774495306, 11.367371177008105 44.47845875903125, 11.366386280120096 44.47882652825102, 11.36530305569623 44.47912419686328, 11.364943616220353 44.47893742400514)"
1277,Precedente 31/12/2021,154.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.3429648338577, ""lat"": 44.50355741517982 }",MARCONI,153.61091566649168,Ciclabile,"LINESTRING (11.3421443643918 44.5031946833619, 11.3430074581884 44.5035861073297, 11.3431045046787 44.5036239944551, 11.3433993181054 44.5037304409835, 11.3437831656853 44.503923361634)"
1958,Precedente 31/12/2021,682.0,Itinerario ciclabile,corsia ciclabile su strada,Porto - Saragozza,"{ ""lon"": 11.31905511508325, ""lat"": 44.489175895125648 }",SARAGOZZA - SAN LUCA,66.15210968252737,Itinerario ciclabile,"LINESTRING (11.3194432588429 44.4892826719074, 11.3186669713236 44.4890691183439)"
833,Precedente 31/12/2021,58.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.325963763057146, ""lat"": 44.496950417950387 }",SARAGOZZA - SAN LUCA,0.00151099202333,Ciclabile,"LINESTRING (11.3259637535656 44.4969504182209, 11.325963772548691 44.49695041767988)"
833,Precedente 31/12/2021,58.0,Ciclabile,sede propria,Porto - Saragozza,"{ ""lon"": 11.326326463329572, ""lat"": 44.49694336700702 }",SAFFI,57.84846423619719,Ciclabile,"LINESTRING (11.325963772548691 44.49695041767988, 11.326507970501 44.4969349080156, 11.3266882831057 44.4969560492139)"
1854,Precedente 31/12/2021,71.0,Pedonale-Ciclabile,promiscuo ciclopedonale,Navile,"{ ""lon"": 11.320232936684551, ""lat"": 44.521379489634249 }",BERTALIA - NOCE,71.60753048679527,Pedonale-Ciclabile,"LINESTRING (11.3204781163376 44.5216497582472, 11.3199877570315 44.5211092210213)"
2069,Precedente 31/12/2021,390.0,Itinerario ciclabile,corsia ciclabile su strada,San Donato - San Vitale,"{ ""lon"": 11.398699987086946, ""lat"": 44.509243129355028 }",SAN DONATO NUOVO,389.51727271570155,Itinerario ciclabile,"LINESTRING (11.3998262957686 44.5106462475841, 11.3998310718443 44.5099813684119, 11.3998374690533 44.5097322827077, 11.3998198760557 44.5096430162354, 11.3997820557243 44.5095691196526, 11.399704302196 44.5094872043754, 11.3995177593785 44.5093686965447, 11.3992087782138 44.5092460838456, 11.398800869003 44.5090978235635, 11.3978164721052 44.5087352362273, 11.3976314772173 44.508677296776, 11.3975052494304 44.5086501069783, 11.3972226197028 44.508606299773, 11.3967731704283 44.5085490587999)"
2208,Precedente 31/12/2021,823.0,Ciclabile,corsia preferenziale bus/bici,Navile,"{ ""lon"": 11.354605086833626, ""lat"": 44.534838633119847 }",CORTICELLA - DOZZA,208.36744553288446,Ciclabile,"LINESTRING (11.355034403141 44.5357037739661, 11.354900416736 44.5355099828514, 11.3547783760467 44.5353025381799, 11.3546698657975 44.5350929925627, 11.3546163401959 44.5349814391403, 11.3545231355711 44.5347787379954, 11.3544621755659 44.5345753662333, 11.3544000399898 44.5343378501593, 11.3543458479836 44.5339101580778)"
2200,Precedente 31/12/2021,46.0,Ciclabile,corsia ciclabile su strada,San Donato - San Vitale,"{ ""lon"": 11.388966060258575, ""lat"": 44.507933118004928 }",SAN DONATO NUOVO,45.88857469757233,Ciclabile,"LINESTRING (11.3887061413052 44.5078726065545, 11.3887339645777 44.5079021694801, 11.3887746894164 44.5079219522257, 11.3888509917193 44.5079441774978, 11.3889331580262 44.5079472512327, 11.3890285519277 44.5079484677704, 11.3891138331649 44.5079409914795, 11.3892410595823 44.5079156542786)"
1728,Precedente 31/12/2021,336.0,Ciclabile,corsia preferenziale bus/bici,Porto - Saragozza,"{ ""lon"": 11.34130302404485, ""lat"": 44.501862699851749 }",MARCONI,158.54745680571247,Ciclabile,"LINESTRING (11.3403483094477 44.5020678371949, 11.342257738642 44.5016575625086)"
2223,Precedente 31/12/2021,79.0,Pedonale-Ciclabile,ciclabile contigua al pedonale,Borgo Panigale - Reno,"{ ""lon"": 11.28270503191731, ""lat"": 44.507097432430932 }",CASTELDEBOLE - PONTELUNGO,79.2278598364723,Pedonale-Ciclabile,"LINESTRING (11.2822782631921 44.5072351167073, 11.2824598591002 44.5072053291387, 11.2825819012366 44.5071920780629, 11.2827106740365 44.5071382921012, 11.2827963333615 44.5070830352946, 11.2828956565836 44.5070182625235, 11.2829250769407 44.5069802373839, 11.2829620729273 44.5069458629085, 11.2829963256797 44.5069230078462, 11.2830474251621 44.5068952164059, 11.2830970518365 44.5068776088384)"
2123,Precedente 31/12/2021,225.0,Ciclabile,corsia preferenziale bus/bici,Navile,"{ ""lon"": 11.347109072311699, ""lat"": 44.510427303289546 }",BOLOGNINA,122.40784233754874,Ciclabile,"LINESTRING (11.3472702348603 44.5109658751051, 11.3469479097631 44.509888731474)"
